danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Position,Genres,Artist_Name,Date
0.54,0.821,6,-3.789,1,0.0873,0.0397,0.0,0.423,0.685,148.798,180907,4,97,contemporary country**country,Luke Combs,9/24/19
0.396,0.51,6,-6.274,1,0.0327,0.355,0.0,0.113,0.299,113.994,180467,4,100,contemporary country**country**country road**modern country rock,Thomas Rhett,9/24/19
0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,165978,4,1,,THE SCOTTS,5/4/20
0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,4,11,chicago rap**melodic rap,Juice WRLD,5/4/20
0.836,0.649,11,-6.442,1,0.332,0.0716,0.0,0.0943,0.294,95.084,156032,4,45,atl hip hop**atl trap**rap**trap,Lil Baby,5/4/20
0.859,0.477,1,-6.116,1,0.428,0.00414,0.0,0.0819,0.153,145.979,251336,4,65,melodic rap**philly rap**rap**trap,Lil Uzi Vert,5/4/20
0.608,0.735,4,-5.497,1,0.0371,0.0156,1.69e-06,0.361,0.773,90.007,164668,4,68,black americana**contemporary country**country road,Kane Brown,5/4/20
0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022,147800,4,84,melodic rap,StaySolidRocky,5/4/20
0.651,0.788,8,-4.561,0,0.253,0.115,0.0,0.0878,0.589,93.364,184932,4,86,baton rouge rap**trap,YoungBoy Never Broke Again,5/4/20
0.579,0.565,11,-6.901,1,0.418,0.466,0.0,0.226,0.631,83.973,187141,4,90,baton rouge rap**trap,YoungBoy Never Broke Again,5/4/20
0.623,0.721,10,-4.584,0,0.339,0.371,0.0,0.109,0.719,166.637,161019,4,92,baton rouge rap**trap,YoungBoy Never Broke Again,5/4/20
0.691,0.732,5,-3.715,0,0.0294,0.0326,0.0,0.0608,0.477,97.949,258293,3,97,contemporary country**country**country dawn**country road**oklahoma country**post-teen pop,Carrie Underwood,5/4/20
0.599,0.74,0,-3.517,0,0.334,0.159,0.0,0.154,0.573,100.06,153652,4,99,baton rouge rap**trap,YoungBoy Never Broke Again,5/4/20
0.825,0.373,5,-5.532,0,0.108,0.163,0.0,0.368,0.12,77.271,149078,4,7,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,5/11/20
0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,220488,4,14,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,5/11/20
0.718,0.706,1,-5.709,1,0.06,0.0128,0.0,0.352,0.815,170.004,189176,4,19,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,5/11/20
0.458,0.452,9,-9.299,0,0.047,0.342,1.94e-05,0.0703,0.316,86.318,269680,4,25,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,5/11/20
0.812,0.506,5,-7.706,0,0.116,0.281,0.0,0.325,0.554,145.074,237946,4,27,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,5/11/20
0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762,4,29,brostep**edm**pop**pop dance**progressive electro house,Marshmello,5/11/20
0.864,0.477,10,-5.786,1,0.224,0.201,0.0,0.182,0.5,86.46,192932,4,30,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,5/11/20
0.473,0.824,7,-3.68,0,0.163,0.482,0.0,0.605,0.374,77.888,222929,4,32,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,5/11/20
0.543,0.766,0,-3.387,0,0.343,0.423,0.0,0.155,0.729,106.869,204805,3,34,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,5/11/20
0.41,0.82,1,-6.808,1,0.533,0.252,0.0,0.538,0.526,170.718,223124,4,35,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,5/11/20
0.881,0.636,7,-4.629,1,0.287,0.00606,0.0,0.111,0.715,163.949,152195,4,39,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,5/11/20
0.787,0.477,6,-7.837,0,0.199,0.768,0.0,0.104,0.476,80.506,234783,4,45,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,5/11/20
0.551,0.57,1,-7.385,0,0.351,0.28,0.0,0.424,0.505,85.687,271184,4,51,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,5/11/20
0.749,0.792,10,-4.151,0,0.0826,0.292,0.0,0.109,0.239,144.064,180000,4,52,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,5/11/20
0.565,0.598,6,-5.894,1,0.0276,0.335,0.0,0.124,0.449,155.814,199068,4,58,contemporary country**country,Luke Combs,5/11/20
0.926,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14,181929,4,61,atl hip hop**atl trap**rap**trap,Lil Baby,5/11/20
0.849,0.64,5,-5.15,1,0.196,0.0471,0.0,0.321,0.36,126.005,137826,4,65,atl hip hop**atl trap**rap**trap,Lil Baby,5/11/20
0.962,0.619,10,-5.562,0,0.405,0.0354,0.0,0.083,0.154,127.958,144652,4,81,atl hip hop**atl trap**rap**trap,Lil Baby,5/11/20
0.554,0.614,5,-5.715,1,0.44,0.17,0.0,0.267,0.372,80.028,191583,4,86,atl hip hop**atl trap**rap**trap,Lil Baby,5/11/20
0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997,193427,4,87,contemporary country**country**country road,Luke Bryan,5/11/20
0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,228482,3,1,dance pop**pop,Ariana Grande,5/18/20
0.611,0.688,1,-5.688,1,0.341,0.0264,0.0,0.251,0.393,178.462,132303,4,3,emo rap**rap,6ix9ine,5/18/20
0.846,0.48,8,-8.618,0,0.359,0.269,0.0,0.0989,0.419,143.029,169532,4,43,chicago drill**chicago rap**drill**hip hop**rap**trap,Lil Durk,5/18/20
0.574,0.791,1,-3.752,1,0.11,0.419,0.0,0.0982,0.612,119.537,167810,4,50,dance pop**pop**r&b,Kehlani,5/18/20
0.565,0.569,6,-6.084,0,0.379,0.0352,8.81e-06,0.106,0.303,92.466,214825,5,65,brooklyn drill**melodic rap**nyc rap,Lil Tjay,5/18/20
0.653,0.453,7,-5.395,0,0.0351,0.307,0.00101,0.113,0.0405,111.737,168183,4,68,dance pop**pop**r&b,Kehlani,5/18/20
0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,176960,4,76,dance pop**pop**pop rap**r&b**rap,Chris Brown,5/18/20
0.665,0.749,5,-6.526,0,0.0834,0.0375,1.95e-06,0.0837,0.701,146.886,191129,4,80,dance pop**pop**r&b,Kehlani,5/18/20
0.853,0.821,5,-4.537,0,0.209,0.205,0.0,0.209,0.625,130.999,183319,4,88,hip hop**memphis hip hop**rap**southern hip hop**tennessee hip hop**trap,Moneybagg Yo,5/18/20
0.599,0.525,1,-8.148,1,0.356,0.013,0.0,0.109,0.255,106.746,192000,3,91,chicago drill**chicago rap**drill**hip hop**rap**trap,Lil Durk,5/18/20
0.752,0.673,10,-5.792,0,0.153,0.0538,0.0,0.133,0.35,164.009,163902,4,30,chicago rap,Polo G,5/25/20
0.691,0.632,1,-7.598,1,0.0513,0.122,0.0,0.0646,0.488,169.982,205666,4,32,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,5/25/20
0.715,0.827,4,-5.09,0,0.0617,0.0485,3.61e-05,0.321,0.75,117.977,185277,4,33,boy band**dance pop**pop**post-teen pop,Jonas Brothers,5/25/20
0.768,0.526,0,-7.182,1,0.209,0.237,0.0,0.139,0.473,139.999,167552,4,34,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,5/25/20
0.639,0.546,1,-5.382,1,0.0407,0.0837,0.0,0.122,0.149,122.179,173124,4,40,dance pop**pop**post-teen pop,Katy Perry,5/25/20
0.701,0.546,6,-5.918,0,0.133,0.435,0.0,0.188,0.118,151.9,201980,4,53,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,5/25/20
0.931,0.667,6,-7.043,0,0.318,0.0144,0.0,0.15,0.667,142.039,207739,4,54,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,5/25/20
0.829,0.52,8,-10.34,1,0.294,0.0232,0.0,0.134,0.248,136.103,194118,4,57,chicago rap,Polo G,5/25/20
0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,132833,4,61,chicago rap,Polo G,5/25/20
0.783,0.479,7,-10.646,1,0.541,0.149,0.0,0.101,0.533,176.027,163798,4,62,chicago rap,Polo G,5/25/20
0.884,0.436,10,-9.922,1,0.255,0.011,0.0,0.101,0.254,119.013,193657,4,68,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,5/25/20
0.595,0.534,1,-8.747,1,0.318,0.0106,0.00157,0.107,0.134,162.066,225348,4,69,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,5/25/20
0.873,0.591,2,-7.332,1,0.293,0.00102,0.0,0.13,0.188,150.057,182400,4,71,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,5/25/20
0.935,0.472,3,-9.304,0,0.0575,0.0455,0.0,0.19,0.659,130.041,236819,4,75,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,5/25/20
0.931,0.574,4,-5.695,0,0.381,0.283,0.0,0.274,0.449,129.967,189342,4,79,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,5/25/20
0.898,0.577,2,-7.785,1,0.238,0.0361,0.0,0.176,0.266,83.018,144361,4,81,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,5/25/20
0.95,0.5,1,-8.18,1,0.399,0.103,3.77e-05,0.103,0.598,114.009,142979,4,82,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,5/25/20
0.864,0.689,10,-7.273,0,0.22,7.68e-05,0.000467,0.111,0.412,152.946,148246,4,84,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,5/25/20
0.597,0.477,1,-9.638,0,0.642,0.137,0.0,0.113,0.512,80.382,171442,4,92,chicago rap,Polo G,5/25/20
0.732,0.462,5,-10.191,0,0.406,0.126,0.0,0.12,0.117,180.067,170057,4,93,chicago rap,Polo G,5/25/20
0.807,0.665,5,-5.249,0,0.276,0.0919,0.0,0.0788,0.557,164.964,176575,4,95,chicago rap,Polo G,5/25/20
0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,182200,4,1,art pop**dance pop**pop,Lady Gaga,6/1/20
0.825,0.458,0,-7.47,1,0.0577,0.114,0.0,0.102,0.161,145.115,197760,4,38,atl hip hop**hip hop**melodic rap**rap**trap,Gunna,6/1/20
0.837,0.586,11,-8.521,0,0.0807,0.281,0.0,0.134,0.618,117.066,197000,4,41,atl hip hop**hip hop**melodic rap**rap**trap,Gunna,6/1/20
0.823,0.504,8,-8.65,0,0.16,0.206,0.0,0.417,0.481,112.985,169907,4,55,atl hip hop**hip hop**melodic rap**rap**trap,Gunna,6/1/20
0.89,0.455,0,-9.0,1,0.255,0.0217,0.0058,0.11,0.313,148.009,158240,4,57,atl hip hop**hip hop**melodic rap**rap**trap,Gunna,6/1/20
0.889,0.507,2,-8.74,1,0.162,0.0562,0.0,0.116,0.219,111.994,154667,4,59,atl hip hop**hip hop**melodic rap**rap**trap,Gunna,6/1/20
0.852,0.745,11,-3.667,0,0.171,0.0313,0.0,0.0824,0.897,148.007,195681,4,62,atl hip hop**rap**trap,Migos,6/1/20
0.804,0.725,1,-9.463,1,0.0838,0.0912,0.0,0.0708,0.356,139.967,149133,4,67,atl hip hop**hip hop**melodic rap**rap**trap,Gunna,6/1/20
0.873,0.577,1,-9.151,1,0.271,0.353,0.0,0.111,0.956,117.089,149133,4,70,atl hip hop**hip hop**melodic rap**rap**trap,Gunna,6/1/20
0.65,0.827,8,-4.014,1,0.0599,0.0229,0.0,0.121,0.223,144.995,225668,4,76,k-rap,Agust D,6/1/20
0.598,0.472,0,-10.991,1,0.258,0.204,1.54e-05,0.108,0.522,120.08,230600,4,78,atl hip hop**hip hop**melodic rap**rap**trap,Gunna,6/1/20
0.869,0.568,11,-7.631,0,0.104,0.0759,0.00344,0.101,0.394,111.994,152680,4,84,atl hip hop**hip hop**melodic rap**rap**trap,Gunna,6/1/20
0.938,0.546,2,-7.037,1,0.138,0.00353,0.0,0.102,0.58,111.971,128640,4,86,atl hip hop**hip hop**melodic rap**rap**trap,Gunna,6/1/20
0.793,0.536,5,-7.624,0,0.103,0.0704,3.86e-06,0.171,0.382,78.006,165680,4,98,atl hip hop**hip hop**melodic rap**rap**trap,Gunna,6/1/20
0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,176547,4,100,tropical house,Surf Mesa,6/1/20
0.752,0.87,9,-3.812,0,0.0623,0.0604,1.12e-05,0.489,0.784,120.006,157707,4,33,art pop**dance pop**pop,Lady Gaga,6/8/20
0.66,0.76,2,-5.726,1,0.0787,0.291,0.0,0.632,0.394,127.984,180129,4,41,chicago rap**melodic rap,Juice WRLD,6/8/20
0.776,0.509,0,-6.266,0,0.467,0.192,1.49e-06,0.115,0.485,94.634,129371,4,66,r&b en espanol,ROSALIA,6/8/20
0.512,0.58,3,-6.658,0,0.029,0.621,1.72e-05,0.513,0.303,159.847,178147,3,78,contemporary country**country**country road,Jason Aldean,6/8/20
0.547,0.822,5,-2.85,1,0.0334,0.602,0.0,0.107,0.553,81.981,193027,4,82,contemporary country**country pop**country rap**country road**modern country rock,LOCASH,6/8/20
0.784,0.632,10,-6.083,0,0.347,0.156,0.0,0.605,0.746,124.603,232839,4,83,atl hip hop**hip hop**melodic rap**rap**trap**viral rap,Lil Yachty,6/8/20
0.723,0.88,11,-4.287,0,0.038,0.00334,0.0179,0.0632,0.323,123.036,177600,4,84,art pop**dance pop**pop,Lady Gaga,6/8/20
0.691,0.765,8,-4.727,1,0.111,0.464,3.29e-06,0.203,0.855,174.021,246000,4,86,latin**reggaeton**reggaeton flow**trap boricua**trap latino,Anuel AA,6/8/20
0.624,0.903,6,-3.046,1,0.0347,0.00824,0.0,0.309,0.724,116.99,211430,4,87,arkansas country**contemporary country**country**country road**modern country rock**redneck,Justin Moore,6/8/20
0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,199549,4,88,edm**pop**pop dance**tropical house,Kygo,6/8/20
0.643,0.79,4,-6.079,1,0.0462,0.294,0.0,0.107,0.8,95.987,188893,4,90,contemporary country**country**country road**modern country rock,Lee Brice,6/8/20
0.879,0.498,4,-6.027,0,0.18,0.239,0.0,0.0967,0.405,106.044,163173,4,92,dance pop**pop,Doja Cat,6/8/20
0.516,0.745,2,-8.352,1,0.0774,0.564,0.0,0.275,0.826,186.006,173173,3,97,contemporary country,HARDY,6/8/20
0.73,0.772,5,-3.883,0,0.316,0.0878,0.0,0.401,0.403,147.053,218103,4,64,hip hop**philly rap**pop rap**rap**southern hip hop**trap,Meek Mill,6/15/20
0.868,0.479,4,-6.687,0,0.445,0.703,0.0,0.102,0.776,133.928,115200,4,80,brooklyn drill**nyc rap,Sleepy Hallow,6/15/20
0.894,0.635,2,-6.929,1,0.0473,0.193,0.00105,0.0823,0.428,105.013,249143,4,90,dance pop**pop**pop rap,Black Eyed Peas,6/15/20
0.537,0.686,5,-5.022,1,0.0293,0.0287,0.00709,0.0988,0.611,78.052,190973,4,93,arkansas country**contemporary country**country**country pop,Ashley McBryde,6/15/20
0.308,0.616,8,-6.947,1,0.0363,0.0344,4.01e-06,0.102,0.41,72.273,178419,4,95,contemporary country**country**country road**modern country rock**redneck,Brantley Gilbert,6/15/20
0.517,0.724,11,-5.953,1,0.0443,0.0146,0.0,0.151,0.57,143.937,208978,4,100,black americana**contemporary country**country road,Kane Brown,6/15/20
0.744,0.422,1,-8.946,1,0.294,0.0319,0.00011,0.11,0.493,180.006,202667,4,1,emo rap**rap,6ix9ine,6/22/20
0.59,0.618,1,-5.756,1,0.334,0.0127,0.0,0.244,0.153,96.459,252729,3,3,atl hip hop**atl trap**rap**trap,Lil Baby,6/22/20
0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,51,brooklyn drill,Pop Smoke,6/22/20
0.806,0.749,1,-5.268,1,0.328,0.0838,0.0,0.0621,0.77,140.032,145167,4,54,memphis hip hop,NLE Choppa,6/22/20
0.586,0.512,8,-8.819,0,0.0668,0.723,0.0002,0.119,0.235,75.857,235480,4,59,conscious hip hop**hip hop**north carolina hip hop**rap,J. Cole,6/22/20
0.457,0.621,10,-5.923,1,0.138,0.218,0.0,0.0944,0.634,85.359,224638,3,65,cali rap**melodic rap**pop rap**rap**trap,Tyla Yaweh,6/22/20
0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,171375,4,81,nz pop,Jawsh 685,6/22/20
0.565,0.835,9,-3.379,1,0.0335,0.34,0.0,0.0726,0.763,105.007,220120,4,92,contemporary country**country**country road**modern country rock,Chris Janson,6/22/20
0.506,0.569,3,-6.761,1,0.0286,0.246,0.0,0.112,0.44,157.857,224287,4,96,contemporary country**country**country road**modern country rock,Zac Brown Band,6/22/20
0.815,0.567,10,-4.653,0,0.135,0.156,0.0,0.0884,0.732,95.034,151641,4,100,nyc rap**pop r&b**pop rap,J.I the Prince of N.Y,6/22/20
0.824,0.555,1,-5.817,1,0.05,0.00337,6.42e-06,0.217,0.0611,120.002,281273,4,37,dance pop**pop**r&b,Beyonce,6/29/20
0.698,0.572,2,-7.735,1,0.198,0.135,0.0,0.154,0.391,71.446,176959,4,57,melodic rap**rap**trap,A Boogie Wit da Hoodie,6/29/20
0.883,0.299,2,-8.382,1,0.105,0.23,7.62e-06,0.162,0.55,136.982,158329,4,92,black americana**contemporary country,BRELAND,6/29/20
0.589,0.684,1,-4.51,0,0.394,0.143,0.0,0.214,0.261,112.592,196542,5,94,baton rouge rap**trap,YoungBoy Never Broke Again,6/29/20
0.562,0.683,7,-4.427,1,0.0296,0.00531,0.0,0.107,0.385,132.003,244798,4,96,contemporary country**texas country,Parker McCollum,6/29/20
0.74,0.516,1,-6.233,0,0.0507,0.0183,0.0,0.0558,0.698,139.918,170858,4,99,modern rock,AJR,6/29/20
0.821,0.863,6,-3.159,1,0.353,0.00824,0.0,0.0377,0.874,180.013,154324,4,28,houston rap**pop**trap queen,Megan Thee Stallion,7/6/20
0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4,33,k-pop**k-pop girl group,BLACKPINK,7/6/20
0.67,0.847,10,-4.85,1,0.409,0.184,0.0,0.304,0.381,137.22,189827,4,49,chicago rap**rap,Kanye West,7/6/20
0.789,0.419,1,-9.874,0,0.157,0.249,0.0257,0.123,0.542,117.988,194396,4,75,alternative r&b**atl hip hop**hip hop**melodic rap**pop rap**r&b**rap**trap,6LACK,7/6/20
0.575,0.543,3,-5.062,1,0.0529,0.102,0.0,0.176,0.283,159.905,186480,4,77,alternative r&b**melodic rap**pop**pop rap,Trevor Daniel,7/6/20
0.548,0.864,10,-5.169,1,0.035,0.0657,0.134,0.117,0.428,90.044,228707,4,92,contemporary country**country**country road**modern country rock,Eric Church,7/6/20
0.572,0.949,4,-4.865,1,0.06,0.00165,0.000195,0.163,0.53,118.974,194867,4,93,contemporary country**country,Luke Combs,7/6/20
0.874,0.443,5,-9.628,0,0.241,0.147,0.0,0.124,0.298,118.004,235988,4,96,florida rap,Rod Wave,7/6/20
0.499,0.619,2,-7.054,1,0.0339,0.571,4.82e-06,0.148,0.514,86.185,212147,4,99,contemporary country**country**country road,Tim McGraw,7/6/20
0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,190476,4,6,brooklyn drill,Pop Smoke,7/13/20
0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7,201600,4,11,brooklyn drill,Pop Smoke,7/13/20
0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,164580,4,31,brooklyn drill,Pop Smoke,7/13/20
0.713,0.605,11,-7.487,1,0.107,0.497,3.46e-06,0.115,0.432,142.025,175756,4,34,brooklyn drill,Pop Smoke,7/13/20
0.548,0.506,4,-7.434,0,0.102,0.203,0.0001,0.0788,0.557,119.987,160000,5,37,brooklyn drill,Pop Smoke,7/13/20
0.8,0.564,8,-5.817,1,0.4,0.0287,1.65e-06,0.112,0.318,139.989,150857,4,39,brooklyn drill,Pop Smoke,7/13/20
0.739,0.616,7,-6.963,0,0.0338,0.252,1.93e-06,0.101,0.654,91.071,158466,4,41,brooklyn drill,Pop Smoke,7/13/20
0.717,0.474,5,-8.383,0,0.403,0.0509,0.0,0.139,0.448,123.906,185804,4,43,brooklyn drill,Pop Smoke,7/13/20
0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,213333,4,44,brooklyn drill,Pop Smoke,7/13/20
0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,4,52,brooklyn drill,Pop Smoke,7/13/20
0.944,0.579,8,-4.961,1,0.191,0.0381,0.0,0.253,0.769,135.033,259346,4,54,brooklyn drill,Pop Smoke,7/13/20
0.645,0.64,10,-6.871,0,0.179,0.395,1.04e-05,0.286,0.674,140.248,48000,4,55,brooklyn drill,Pop Smoke,7/13/20
0.764,0.676,11,-6.761,0,0.0927,0.389,0.0,0.215,0.461,97.02,197938,4,56,brooklyn drill,Pop Smoke,7/13/20
0.794,0.717,7,-5.73,1,0.251,0.0511,0.0,0.195,0.372,141.881,202816,4,57,brooklyn drill,Pop Smoke,7/13/20
0.929,0.667,8,-6.789,0,0.353,0.0185,0.0,0.1,0.274,126.998,155168,4,63,hip hop**memphis hip hop**rap**southern hip hop**tennessee hip hop**trap,Moneybagg Yo,7/13/20
0.831,0.762,11,-5.656,0,0.207,0.0885,0.0,0.107,0.495,99.999,192000,4,65,brooklyn drill,Pop Smoke,7/13/20
0.63,0.446,1,-8.9,1,0.0351,0.337,0.0,0.166,0.177,143.078,202193,4,74,chicago rap**melodic rap,Juice WRLD,7/13/20
0.794,0.792,7,-6.889,1,0.186,0.22,0.0,0.0998,0.546,126.994,188976,4,76,brooklyn drill,Pop Smoke,7/13/20
0.718,0.66,2,-7.39,1,0.325,0.363,0.0,0.159,0.659,142.879,132587,4,79,brooklyn drill,Pop Smoke,7/13/20
0.672,0.733,11,-5.377,1,0.0566,0.00289,0.0,0.199,0.354,105.043,149857,4,99,emo rap**rap,6ix9ine,7/13/20
0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,205485,4,2,chicago rap**melodic rap,Juice WRLD,7/20/20
0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972,194621,4,5,chicago rap**melodic rap,Juice WRLD,7/20/20
0.747,0.622,11,-5.825,1,0.0838,0.176,0.0,0.151,0.57,159.93,181661,4,7,chicago rap**melodic rap,Juice WRLD,7/20/20
0.701,0.65,6,-6.313,1,0.104,0.291,0.0,0.112,0.647,90.003,160212,4,10,chicago rap**melodic rap,Juice WRLD,7/20/20
0.868,0.55,6,-6.417,1,0.226,0.183,0.0,0.109,0.464,117.943,154767,4,12,chicago rap**melodic rap,Juice WRLD,7/20/20
0.567,0.545,1,-6.668,0,0.0448,0.168,0.0,0.112,0.234,174.146,176650,4,14,chicago rap**melodic rap,Juice WRLD,7/20/20
0.654,0.452,7,-6.36,1,0.0439,0.17,0.0,0.114,0.532,138.034,186749,4,16,chicago rap**melodic rap,Juice WRLD,7/20/20
0.88,0.787,8,-5.189,1,0.118,0.226,0.0,0.12,0.588,113.018,264834,4,22,hip hop**ohio hip hop**pop rap**rap,Kid Cudi,7/20/20
0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968,168685,4,34,chicago rap**melodic rap,Juice WRLD,7/20/20
0.707,0.67,7,-6.328,0,0.257,0.0813,0.0,0.098,0.235,163.099,200629,4,35,chicago rap**melodic rap,Juice WRLD,7/20/20
0.661,0.665,4,-6.356,0,0.053,0.538,0.0,0.0981,0.486,75.059,147548,4,42,chicago rap**melodic rap,Juice WRLD,7/20/20
0.595,0.528,5,-7.371,0,0.0935,0.082,0.0,0.142,0.515,150.075,179464,4,46,chicago rap**melodic rap,Juice WRLD,7/20/20
0.288,0.638,4,-6.935,0,0.0779,0.133,8.16e-05,0.14,0.147,66.424,173114,3,47,chicago rap**melodic rap,Juice WRLD,7/20/20
0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.966,136408,4,51,chicago rap**melodic rap,Juice WRLD,7/20/20
0.651,0.477,2,-6.775,1,0.0443,0.0796,0.0,0.1,0.217,112.668,191587,4,84,pop**r&b,Summer Walker,7/20/20
0.632,0.495,7,-8.335,1,0.143,0.333,0.0,0.0941,0.233,77.083,213933,4,86,pop**r&b,Summer Walker,7/20/20
0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4,91,cali rap**dance pop**pop**pop rap**r&b**trap queen,Saweetie,7/20/20
0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071,200221,4,3,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,7/27/20
0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,218902,4,8,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,7/27/20
0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,166794,4,97,dance pop**edm**electro house**german dance**pop dance**pop edm**tropical house,Topic,7/27/20
0.612,0.58,0,-8.572,0,0.0419,0.525,0.000414,0.26,0.534,130.045,239560,4,1,pop,Taylor Swift,8/3/20
0.631,0.518,0,-8.771,1,0.0303,0.274,0.0,0.088,0.205,93.023,613027,4,4,pop,Taylor Swift,8/3/20
0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,4,6,pop,Taylor Swift,8/3/20
0.686,0.662,7,-8.505,1,0.0413,0.467,0.0023,0.109,0.706,147.922,230999,4,13,pop,Taylor Swift,8/3/20
0.456,0.263,0,-10.63,1,0.0332,0.806,0.0,0.0749,0.111,129.86,255894,4,16,pop,Taylor Swift,8/3/20
0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923,4,23,pop,Taylor Swift,8/3/20
0.553,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107,208978,4,26,pop,Taylor Swift,8/3/20
0.596,0.488,4,-10.769,1,0.0274,0.9,2.7e-05,0.091,0.415,94.926,208907,4,35,pop,Taylor Swift,8/3/20
0.653,0.452,4,-11.143,0,0.055,0.838,7.73e-05,0.108,0.45,83.433,252881,4,37,pop,Taylor Swift,8/3/20
0.515,0.476,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886,195097,4,39,pop,Taylor Swift,8/3/20
0.593,0.377,0,-8.761,1,0.0253,0.6,0.0,0.0976,0.502,95.939,294521,4,42,pop,Taylor Swift,8/3/20
0.559,0.31,10,-10.445,1,0.0338,0.881,0.0,0.106,0.46,119.845,190898,4,44,pop,Taylor Swift,8/3/20
0.485,0.567,1,-6.456,1,0.0388,0.316,0.0,0.0949,0.157,93.676,211254,4,46,pop**pop rock,Maroon 5,8/3/20
0.592,0.699,3,-8.995,1,0.0471,0.655,1.68e-05,0.114,0.506,141.916,237258,4,47,pop,Taylor Swift,8/3/20
